RingId,Name,Age,Type,Color,Status,ForSale
AUTO5540,Bird5540,13,Owl,Black,Sold,True
AUTO5541,Bird5541,9,Owl,Black,Quarantine,False
AUTO5542,Bird5542,10,Finch,Red,Sold,False
AUTO5543,Bird5543,9,Finch,Yellow,Quarantine,True
AUTO5544,Bird5544,20,Finch,Yellow,Quarantine,False
AUTO5545,Bird5545,14,Parrot,White,In Aviary,False
AUTO5546,Bird5546,8,Parrot,Blue,In Aviary,False
AUTO5547,Bird5547,15,Eagle,Red,In Aviary,True
AUTO5548,Bird5548,9,Parrot,Blue,In Aviary,False
AUTO5549,Bird5549,5,Finch,Black,Quarantine,False
AUTO5550,Bird5550,20,Parrot,Black,Quarantine,False
AUTO5551,Bird5551,1,Owl,Green,In Aviary,True
AUTO5552,Bird5552,20,Parrot,Red,Quarantine,True
AUTO5553,Bird5553,4,Finch,Yellow,Quarantine,True
AUTO5554,Bird5554,14,Finch,White,Quarantine,False
AUTO5555,Bird5555,24,Eagle,White,Quarantine,True
AUTO5556,Bird5556,22,Cockatiel,Black,Quarantine,True
AUTO5557,Bird5557,23,Owl,Blue,Sold,True
AUTO5558,Bird5558,17,Owl,Red,Sold,False
AUTO5559,Bird5559,11,Parrot,Green,Sold,True
AUTO5560,Bird5560,21,Finch,Blue,In Aviary,True
AUTO5561,Bird5561,24,Finch,Black,Quarantine,False
AUTO5562,Bird5562,22,Owl,Blue,In Aviary,False
AUTO5563,Bird5563,24,Eagle,Red,In Aviary,True
AUTO5564,Bird5564,2,Eagle,White,In Aviary,True
AUTO5565,Bird5565,7,Owl,Blue,Sold,True
AUTO5566,Bird5566,17,Parrot,White,In Aviary,False
AUTO5567,Bird5567,7,Parrot,White,Sold,True
AUTO5568,Bird5568,14,Parrot,Green,Quarantine,True
AUTO5569,Bird5569,19,Parrot,White,In Aviary,False
AUTO5570,Bird5570,8,Owl,Black,Sold,False
AUTO5571,Bird5571,22,Parrot,Red,Sold,False
AUTO5572,Bird5572,21,Parrot,Yellow,In Aviary,True
AUTO5573,Bird5573,14,Owl,Black,Quarantine,True
AUTO5574,Bird5574,22,Owl,Green,In Aviary,False
AUTO5575,Bird5575,5,Parrot,Black,In Aviary,True
AUTO5576,Bird5576,4,Eagle,Black,Sold,False
AUTO5577,Bird5577,12,Owl,Black,Quarantine,True
AUTO5578,Bird5578,14,Parrot,Black,Quarantine,True
AUTO5579,Bird5579,7,Cockatiel,Yellow,Quarantine,False
AUTO5580,Bird5580,21,Owl,White,Quarantine,True
AUTO5581,Bird5581,24,Parrot,Yellow,In Aviary,False
AUTO5582,Bird5582,15,Eagle,Blue,Quarantine,True
AUTO5583,Bird5583,5,Finch,Yellow,Quarantine,True
AUTO5584,Bird5584,24,Eagle,Black,Quarantine,False
AUTO5585,Bird5585,6,Finch,Yellow,Sold,False
AUTO5586,Bird5586,16,Owl,Black,In Aviary,False
AUTO5587,Bird5587,10,Eagle,Blue,Quarantine,False
AUTO5588,Bird5588,19,Finch,Blue,Sold,False
AUTO5589,Bird5589,23,Parrot,White,In Aviary,False
AUTO5590,Bird5590,1,Eagle,Yellow,In Aviary,False
AUTO5591,Bird5591,16,Owl,Yellow,Sold,True
AUTO5592,Bird5592,7,Finch,Yellow,In Aviary,True
AUTO5593,Bird5593,12,Parrot,Red,Quarantine,False
AUTO5594,Bird5594,8,Parrot,Yellow,Quarantine,True
AUTO5595,Bird5595,6,Finch,White,In Aviary,False
AUTO5596,Bird5596,8,Parrot,Green,In Aviary,False
AUTO5597,Bird5597,23,Finch,Yellow,Sold,False
AUTO5598,Bird5598,17,Finch,Yellow,Quarantine,True
AUTO5599,Bird5599,22,Owl,Yellow,Sold,False
AUTO5600,Bird5600,24,Parrot,Black,Quarantine,True
AUTO5601,Bird5601,18,Owl,Blue,In Aviary,False
AUTO5602,Bird5602,19,Owl,Black,Quarantine,False
AUTO5603,Bird5603,21,Parrot,White,In Aviary,True
AUTO5604,Bird5604,7,Finch,Black,Sold,True
AUTO5605,Bird5605,12,Finch,Green,Sold,True
AUTO5606,Bird5606,3,Owl,Black,Quarantine,False
AUTO5607,Bird5607,24,Owl,Blue,Quarantine,True
AUTO5608,Bird5608,23,Finch,White,Quarantine,True
AUTO5609,Bird5609,19,Finch,Black,In Aviary,False
AUTO5610,Bird5610,18,Finch,Black,In Aviary,False
AUTO5611,Bird5611,21,Cockatiel,Yellow,Sold,False
AUTO5612,Bird5612,1,Eagle,Green,Sold,False
AUTO5613,Bird5613,4,Eagle,Yellow,In Aviary,True
AUTO5614,Bird5614,24,Owl,White,Quarantine,False
AUTO5615,Bird5615,4,Parrot,Yellow,Sold,False
AUTO5616,Bird5616,13,Owl,Blue,In Aviary,True
AUTO5617,Bird5617,11,Parrot,Red,Quarantine,False
AUTO5618,Bird5618,11,Owl,Black,Quarantine,True
AUTO5619,Bird5619,7,Eagle,Green,Sold,False
AUTO5620,Bird5620,16,Parrot,Green,In Aviary,False
AUTO5621,Bird5621,23,Parrot,Green,In Aviary,False
AUTO5622,Bird5622,21,Parrot,Black,In Aviary,True
AUTO5623,Bird5623,3,Cockatiel,Blue,Quarantine,False
AUTO5624,Bird5624,24,Finch,Green,Quarantine,False
AUTO5625,Bird5625,1,Cockatiel,Green,Sold,False
AUTO5626,Bird5626,23,Finch,Black,In Aviary,True
AUTO5627,Bird5627,21,Finch,Green,Quarantine,True
AUTO5628,Bird5628,23,Parrot,Yellow,Sold,False
AUTO5629,Bird5629,3,Finch,Red,Sold,True
AUTO5630,Bird5630,7,Parrot,Red,In Aviary,False
AUTO5631,Bird5631,23,Cockatiel,Black,Quarantine,False
AUTO5632,Bird5632,10,Parrot,Red,In Aviary,False
AUTO5633,Bird5633,1,Finch,Yellow,Sold,False
AUTO5634,Bird5634,20,Eagle,Yellow,Quarantine,False
AUTO5635,Bird5635,13,Eagle,Yellow,Sold,False
AUTO5636,Bird5636,9,Eagle,Yellow,Quarantine,False
AUTO5637,Bird5637,20,Eagle,Yellow,In Aviary,True
AUTO5638,Bird5638,8,Parrot,Black,Sold,True
AUTO5639,Bird5639,15,Cockatiel,Yellow,In Aviary,True
AUTO5640,Bird5640,15,Eagle,Blue,In Aviary,True
AUTO5641,Bird5641,15,Cockatiel,Black,In Aviary,False
AUTO5642,Bird5642,9,Parrot,Green,Quarantine,True
AUTO5643,Bird5643,19,Finch,Blue,Quarantine,True
AUTO5644,Bird5644,14,Cockatiel,White,In Aviary,False
AUTO5645,Bird5645,4,Eagle,White,Quarantine,False
AUTO5646,Bird5646,4,Eagle,Green,Quarantine,False
AUTO5647,Bird5647,21,Eagle,Yellow,In Aviary,True
AUTO5648,Bird5648,19,Cockatiel,White,In Aviary,True
AUTO5649,Bird5649,3,Finch,White,In Aviary,False
AUTO5650,Bird5650,4,Owl,Green,Quarantine,True
AUTO5651,Bird5651,2,Cockatiel,White,Sold,False
AUTO5652,Bird5652,11,Parrot,Blue,Quarantine,False
AUTO5653,Bird5653,1,Eagle,White,Quarantine,True
AUTO5654,Bird5654,21,Parrot,Blue,Sold,False
AUTO5655,Bird5655,24,Parrot,Red,Quarantine,False
AUTO5656,Bird5656,8,Cockatiel,Green,Sold,True
AUTO5657,Bird5657,23,Eagle,Blue,In Aviary,True
AUTO5658,Bird5658,23,Eagle,Blue,In Aviary,True
AUTO5659,Bird5659,19,Eagle,White,Quarantine,True
AUTO5660,Bird5660,22,Owl,Yellow,Quarantine,False
AUTO5661,Bird5661,17,Owl,Green,Quarantine,True
AUTO5662,Bird5662,2,Cockatiel,Blue,Quarantine,True
AUTO5663,Bird5663,11,Cockatiel,Red,In Aviary,False
AUTO5664,Bird5664,15,Parrot,Red,In Aviary,False
AUTO5665,Bird5665,18,Finch,Yellow,Sold,False
AUTO5666,Bird5666,14,Eagle,Blue,Sold,False
AUTO5667,Bird5667,24,Eagle,Red,Quarantine,True
AUTO5668,Bird5668,20,Finch,Blue,Sold,False
AUTO5669,Bird5669,8,Cockatiel,Red,In Aviary,True
AUTO5670,Bird5670,10,Eagle,Black,Sold,False
AUTO5671,Bird5671,6,Finch,Red,In Aviary,False
AUTO5672,Bird5672,21,Cockatiel,Black,Sold,False
AUTO5673,Bird5673,3,Eagle,Green,In Aviary,True
AUTO5674,Bird5674,20,Parrot,Red,In Aviary,False
AUTO5675,Bird5675,13,Parrot,Green,Sold,True
AUTO5676,Bird5676,7,Owl,Blue,Sold,False
AUTO5677,Bird5677,2,Parrot,Blue,Quarantine,True
AUTO5678,Bird5678,12,Cockatiel,Yellow,Sold,False
AUTO5679,Bird5679,11,Cockatiel,Yellow,In Aviary,True
AUTO5680,Bird5680,23,Parrot,Black,Quarantine,True
AUTO5681,Bird5681,11,Eagle,Yellow,In Aviary,True
AUTO5682,Bird5682,22,Finch,Yellow,Sold,False
AUTO5683,Bird5683,24,Parrot,Green,In Aviary,False
AUTO5684,Bird5684,16,Parrot,Blue,Quarantine,True
AUTO5685,Bird5685,22,Owl,Yellow,In Aviary,True
AUTO5686,Bird5686,1,Finch,Black,Quarantine,True
AUTO5687,Bird5687,10,Parrot,Red,In Aviary,True
AUTO5688,Bird5688,6,Owl,Green,In Aviary,True
AUTO5689,Bird5689,19,Eagle,White,Quarantine,False
AUTO5690,Bird5690,23,Owl,Yellow,In Aviary,False
AUTO5691,Bird5691,4,Parrot,Yellow,In Aviary,False
AUTO5692,Bird5692,12,Eagle,Black,Quarantine,True
AUTO5693,Bird5693,12,Eagle,Black,In Aviary,True
AUTO5694,Bird5694,7,Eagle,White,Quarantine,False
AUTO5695,Bird5695,15,Finch,Yellow,In Aviary,False
AUTO5696,Bird5696,19,Cockatiel,White,In Aviary,True
AUTO5697,Bird5697,16,Owl,Red,Quarantine,False
AUTO5698,Bird5698,14,Parrot,Green,Sold,False
AUTO5699,Bird5699,18,Finch,Blue,Quarantine,True
AUTO5700,Bird5700,8,Parrot,Red,Quarantine,False
AUTO5701,Bird5701,6,Eagle,White,In Aviary,False
AUTO5702,Bird5702,18,Eagle,Red,Quarantine,False
AUTO5703,Bird5703,11,Owl,Yellow,Quarantine,True
AUTO5704,Bird5704,1,Eagle,White,In Aviary,False
AUTO5705,Bird5705,12,Cockatiel,White,Quarantine,True
AUTO5706,Bird5706,10,Owl,Red,Sold,False
AUTO5707,Bird5707,17,Finch,Blue,Sold,False
AUTO5708,Bird5708,7,Eagle,Green,Sold,True
AUTO5709,Bird5709,1,Parrot,Red,In Aviary,False
AUTO5710,Bird5710,17,Owl,Blue,In Aviary,True
AUTO5711,Bird5711,15,Finch,Blue,Quarantine,True
AUTO5712,Bird5712,2,Finch,Blue,Quarantine,False
AUTO5713,Bird5713,21,Cockatiel,White,In Aviary,True
AUTO5714,Bird5714,19,Owl,Black,Quarantine,True
AUTO5715,Bird5715,16,Finch,Blue,Sold,False
AUTO5716,Bird5716,8,Parrot,White,Sold,False
AUTO5717,Bird5717,19,Cockatiel,Black,In Aviary,True
AUTO5718,Bird5718,6,Cockatiel,Black,Quarantine,True
AUTO5719,Bird5719,10,Cockatiel,Yellow,Sold,True
AUTO5720,Bird5720,17,Parrot,Black,In Aviary,True
AUTO5721,Bird5721,20,Parrot,Black,In Aviary,True
AUTO5722,Bird5722,10,Owl,Blue,In Aviary,True
AUTO5723,Bird5723,5,Parrot,Yellow,In Aviary,True
AUTO5724,Bird5724,7,Cockatiel,Yellow,In Aviary,True
AUTO5725,Bird5725,1,Owl,Black,Sold,True
AUTO5726,Bird5726,15,Eagle,Black,Quarantine,True
AUTO5727,Bird5727,9,Owl,White,Quarantine,False
AUTO5728,Bird5728,2,Eagle,Black,Sold,False
AUTO5729,Bird5729,20,Cockatiel,White,In Aviary,True
AUTO5730,Bird5730,14,Cockatiel,Blue,Sold,False
AUTO5731,Bird5731,10,Cockatiel,White,In Aviary,False
AUTO5732,Bird5732,20,Cockatiel,Yellow,Quarantine,True
AUTO5733,Bird5733,20,Parrot,Yellow,Sold,True
AUTO5734,Bird5734,17,Eagle,Black,Quarantine,False
AUTO5735,Bird5735,15,Owl,Red,Quarantine,True
AUTO5736,Bird5736,19,Eagle,White,Sold,True
AUTO5737,Bird5737,16,Cockatiel,Green,Quarantine,True
AUTO5738,Bird5738,5,Finch,White,In Aviary,False
AUTO5739,Bird5739,3,Eagle,Red,Quarantine,True
AUTO5740,Bird5740,24,Finch,White,Quarantine,True
AUTO5741,Bird5741,5,Finch,Green,In Aviary,False
AUTO5742,Bird5742,1,Cockatiel,Red,Quarantine,False
AUTO5743,Bird5743,7,Finch,Blue,Quarantine,True
AUTO5744,Bird5744,12,Owl,Yellow,Sold,False
AUTO5745,Bird5745,22,Eagle,Green,Quarantine,False
AUTO5746,Bird5746,14,Cockatiel,Yellow,Sold,True
AUTO5747,Bird5747,23,Owl,Blue,In Aviary,False
AUTO5748,Bird5748,6,Parrot,Blue,Sold,False
AUTO5749,Bird5749,8,Owl,White,Quarantine,True
AUTO5750,Bird5750,2,Cockatiel,White,Quarantine,True
AUTO5751,Bird5751,20,Parrot,Black,Quarantine,True
AUTO5752,Bird5752,12,Finch,Red,In Aviary,True
AUTO5753,Bird5753,1,Cockatiel,Blue,Sold,True
AUTO5754,Bird5754,13,Eagle,Red,Sold,True
AUTO5755,Bird5755,21,Finch,Red,In Aviary,True
AUTO5756,Bird5756,4,Cockatiel,White,Sold,True
AUTO5757,Bird5757,18,Owl,Yellow,Sold,False
AUTO5758,Bird5758,22,Owl,Black,Quarantine,False
AUTO5759,Bird5759,17,Eagle,White,Sold,False
AUTO5760,Bird5760,9,Cockatiel,Green,Sold,False
AUTO5761,Bird5761,4,Finch,Green,In Aviary,False
AUTO5762,Bird5762,23,Cockatiel,Black,Sold,False
AUTO5763,Bird5763,4,Eagle,Black,Sold,False
AUTO5764,Bird5764,23,Parrot,White,Sold,True
AUTO5765,Bird5765,7,Cockatiel,White,Quarantine,True
AUTO5766,Bird5766,18,Eagle,Yellow,Sold,False
AUTO5767,Bird5767,9,Owl,Green,Sold,False
AUTO5768,Bird5768,14,Finch,Green,Sold,True
AUTO5769,Bird5769,4,Owl,Blue,Quarantine,True
AUTO5770,Bird5770,13,Parrot,Red,Quarantine,True
AUTO5771,Bird5771,4,Parrot,White,Quarantine,True
AUTO5772,Bird5772,1,Finch,Green,In Aviary,True
AUTO5773,Bird5773,18,Parrot,Black,Sold,True
AUTO5774,Bird5774,24,Eagle,Red,In Aviary,True
AUTO5775,Bird5775,23,Parrot,Yellow,Sold,True
AUTO5776,Bird5776,24,Cockatiel,White,Sold,True
AUTO5777,Bird5777,23,Parrot,Green,Quarantine,True
AUTO5778,Bird5778,5,Eagle,Black,In Aviary,True
AUTO5779,Bird5779,4,Eagle,Yellow,Quarantine,True
AUTO5780,Bird5780,13,Eagle,Yellow,Sold,True
AUTO5781,Bird5781,17,Owl,White,Quarantine,False
AUTO5782,Bird5782,8,Owl,Red,Sold,False
AUTO5783,Bird5783,14,Eagle,Yellow,In Aviary,False
AUTO5784,Bird5784,13,Cockatiel,Yellow,Sold,True
AUTO5785,Bird5785,3,Cockatiel,Yellow,Sold,False
AUTO5786,Bird5786,12,Parrot,White,Sold,True
AUTO5787,Bird5787,20,Finch,White,Sold,True
AUTO5788,Bird5788,2,Parrot,Red,Quarantine,False
AUTO5789,Bird5789,3,Finch,Green,Sold,False
AUTO5790,Bird5790,14,Eagle,Yellow,Quarantine,True
AUTO5791,Bird5791,1,Owl,Blue,In Aviary,False
AUTO5792,Bird5792,8,Eagle,Yellow,In Aviary,True
AUTO5793,Bird5793,10,Finch,Yellow,Quarantine,False
AUTO5794,Bird5794,1,Owl,Blue,Quarantine,False
AUTO5795,Bird5795,11,Owl,Blue,Sold,True
AUTO5796,Bird5796,20,Finch,Blue,In Aviary,False
AUTO5797,Bird5797,3,Parrot,White,In Aviary,False
AUTO5798,Bird5798,20,Eagle,Blue,Quarantine,True
AUTO5799,Bird5799,16,Finch,Green,Quarantine,False
AUTO5800,Bird5800,6,Finch,Red,Sold,True
AUTO5801,Bird5801,8,Owl,Red,In Aviary,True
AUTO5802,Bird5802,12,Parrot,White,Quarantine,False
AUTO5803,Bird5803,23,Cockatiel,Blue,Quarantine,True
AUTO5804,Bird5804,19,Owl,White,Quarantine,True
AUTO5805,Bird5805,21,Parrot,Black,In Aviary,False
AUTO5806,Bird5806,19,Cockatiel,Yellow,Quarantine,False
AUTO5807,Bird5807,19,Owl,Yellow,Quarantine,False
AUTO5808,Bird5808,2,Eagle,White,In Aviary,False
AUTO5809,Bird5809,9,Parrot,White,In Aviary,False
AUTO5810,Bird5810,15,Parrot,Red,Quarantine,True
AUTO5811,Bird5811,19,Eagle,Black,Quarantine,False
AUTO5812,Bird5812,10,Cockatiel,Yellow,Quarantine,False
AUTO5813,Bird5813,21,Cockatiel,Yellow,Quarantine,True
AUTO5814,Bird5814,23,Eagle,Black,Quarantine,True
AUTO5815,Bird5815,15,Eagle,White,Quarantine,False
AUTO5816,Bird5816,14,Eagle,Blue,Sold,False
AUTO5817,Bird5817,11,Finch,Black,Quarantine,True
AUTO5818,Bird5818,1,Owl,Blue,Sold,False
AUTO5819,Bird5819,1,Parrot,White,Quarantine,True
AUTO5820,Bird5820,23,Parrot,Red,Quarantine,True
AUTO5821,Bird5821,1,Owl,Blue,Sold,False
AUTO5822,Bird5822,20,Eagle,Black,Quarantine,False
AUTO5823,Bird5823,18,Parrot,Black,Sold,False
AUTO5824,Bird5824,8,Eagle,Black,Quarantine,True
AUTO5825,Bird5825,15,Parrot,Black,Sold,False
AUTO5826,Bird5826,8,Cockatiel,White,In Aviary,True
AUTO5827,Bird5827,23,Eagle,Red,Sold,True
AUTO5828,Bird5828,2,Cockatiel,Blue,In Aviary,True
AUTO5829,Bird5829,18,Parrot,Yellow,Quarantine,True
AUTO5830,Bird5830,1,Cockatiel,Black,In Aviary,True
AUTO5831,Bird5831,19,Finch,Yellow,In Aviary,True
AUTO5832,Bird5832,8,Eagle,White,In Aviary,False
AUTO5833,Bird5833,6,Owl,Green,Quarantine,True
AUTO5834,Bird5834,15,Cockatiel,Green,Sold,True
AUTO5835,Bird5835,9,Owl,Yellow,In Aviary,True
AUTO5836,Bird5836,13,Cockatiel,Green,In Aviary,False
AUTO5837,Bird5837,15,Cockatiel,Yellow,Sold,True
AUTO5838,Bird5838,11,Eagle,Blue,Sold,True
AUTO5839,Bird5839,13,Finch,White,In Aviary,True
AUTO5840,Bird5840,20,Finch,White,Quarantine,True
AUTO5841,Bird5841,19,Parrot,Green,Quarantine,False
AUTO5842,Bird5842,22,Parrot,Red,In Aviary,False
AUTO5843,Bird5843,7,Owl,Black,Sold,True
AUTO5844,Bird5844,8,Finch,Black,Quarantine,True
AUTO5845,Bird5845,17,Eagle,Red,Sold,False
AUTO5846,Bird5846,4,Finch,Red,Quarantine,True
AUTO5847,Bird5847,18,Finch,White,Sold,True
AUTO5848,Bird5848,14,Finch,Green,In Aviary,False
AUTO5849,Bird5849,15,Finch,Yellow,Quarantine,True
AUTO5850,Bird5850,20,Parrot,Yellow,Sold,True
AUTO5851,Bird5851,9,Parrot,Black,Quarantine,True
AUTO5852,Bird5852,7,Eagle,White,In Aviary,True
AUTO5853,Bird5853,23,Parrot,Yellow,Quarantine,True
AUTO5854,Bird5854,18,Finch,Black,In Aviary,False
AUTO5855,Bird5855,5,Eagle,White,In Aviary,True
AUTO5856,Bird5856,20,Owl,White,Quarantine,False
AUTO5857,Bird5857,22,Eagle,Blue,In Aviary,True
AUTO5858,Bird5858,22,Eagle,Yellow,Quarantine,True
AUTO5859,Bird5859,23,Owl,Yellow,Quarantine,True
AUTO5860,Bird5860,21,Cockatiel,Green,Sold,False
AUTO5861,Bird5861,10,Cockatiel,Green,Sold,False
AUTO5862,Bird5862,4,Owl,Black,Sold,True
AUTO5863,Bird5863,16,Parrot,Blue,Sold,True
AUTO5864,Bird5864,11,Finch,Red,In Aviary,True
AUTO5865,Bird5865,19,Finch,White,Sold,True
AUTO5866,Bird5866,13,Eagle,Yellow,Quarantine,False
AUTO5867,Bird5867,6,Owl,Red,In Aviary,False
AUTO5868,Bird5868,1,Eagle,White,Sold,True
AUTO5869,Bird5869,12,Eagle,Yellow,Quarantine,False
AUTO5870,Bird5870,2,Eagle,Black,Quarantine,False
AUTO5871,Bird5871,9,Cockatiel,Yellow,Quarantine,True
AUTO5872,Bird5872,14,Parrot,Black,In Aviary,True
AUTO5873,Bird5873,13,Cockatiel,Yellow,Quarantine,False
AUTO5874,Bird5874,15,Cockatiel,Yellow,In Aviary,False
AUTO5875,Bird5875,21,Parrot,Blue,In Aviary,False
AUTO5876,Bird5876,19,Eagle,Blue,In Aviary,False
AUTO5877,Bird5877,23,Owl,Black,Sold,False
AUTO5878,Bird5878,17,Parrot,Green,Sold,True
AUTO5879,Bird5879,9,Parrot,Blue,Sold,False
AUTO5880,Bird5880,10,Owl,Yellow,Sold,False
AUTO5881,Bird5881,9,Finch,Green,Quarantine,True
AUTO5882,Bird5882,16,Eagle,Black,Quarantine,True
AUTO5883,Bird5883,4,Finch,Red,Quarantine,True
AUTO5884,Bird5884,4,Owl,White,Sold,False
AUTO5885,Bird5885,3,Parrot,Black,In Aviary,False
AUTO5886,Bird5886,14,Eagle,White,Sold,True
AUTO5887,Bird5887,3,Owl,Black,Quarantine,True
AUTO5888,Bird5888,17,Finch,Black,Quarantine,True
AUTO5889,Bird5889,20,Cockatiel,White,In Aviary,True
AUTO5890,Bird5890,19,Eagle,Black,Quarantine,True
AUTO5891,Bird5891,8,Finch,White,Sold,False
AUTO5892,Bird5892,16,Finch,Black,Quarantine,True
AUTO5893,Bird5893,1,Cockatiel,White,Sold,False
AUTO5894,Bird5894,21,Finch,Yellow,In Aviary,True
AUTO5895,Bird5895,7,Finch,Yellow,In Aviary,True
AUTO5896,Bird5896,8,Cockatiel,White,In Aviary,True
AUTO5897,Bird5897,6,Finch,Black,In Aviary,False
AUTO5898,Bird5898,17,Parrot,Yellow,Quarantine,False
AUTO5899,Bird5899,13,Cockatiel,Blue,In Aviary,True
AUTO5900,Bird5900,9,Finch,White,Sold,False
AUTO5901,Bird5901,7,Owl,Black,Quarantine,False
AUTO5902,Bird5902,3,Cockatiel,Blue,In Aviary,True
AUTO5903,Bird5903,24,Eagle,Red,Quarantine,False
AUTO5904,Bird5904,12,Finch,White,Sold,True
AUTO5905,Bird5905,18,Owl,Yellow,In Aviary,True
AUTO5906,Bird5906,18,Eagle,Red,In Aviary,False
AUTO5907,Bird5907,7,Eagle,Red,Sold,True
AUTO5908,Bird5908,8,Finch,Red,In Aviary,True
AUTO5909,Bird5909,7,Cockatiel,Green,Sold,False
AUTO5910,Bird5910,12,Finch,Red,Quarantine,False
AUTO5911,Bird5911,19,Cockatiel,Red,In Aviary,False
AUTO5912,Bird5912,8,Eagle,Green,Quarantine,False
AUTO5913,Bird5913,18,Cockatiel,Blue,Sold,True
AUTO5914,Bird5914,20,Cockatiel,Red,Sold,True
AUTO5915,Bird5915,20,Cockatiel,Blue,Sold,True
AUTO5916,Bird5916,17,Owl,Black,Sold,False
AUTO5917,Bird5917,14,Owl,Black,Sold,False
AUTO5918,Bird5918,5,Owl,Yellow,Quarantine,False
AUTO5919,Bird5919,6,Owl,Red,In Aviary,True
AUTO5920,Bird5920,5,Owl,Red,In Aviary,False
AUTO5921,Bird5921,11,Parrot,Blue,Quarantine,True
AUTO5922,Bird5922,12,Finch,Black,Quarantine,False
AUTO5923,Bird5923,22,Parrot,Blue,In Aviary,True
AUTO5924,Bird5924,10,Owl,Black,Quarantine,False
AUTO5925,Bird5925,19,Eagle,Green,Quarantine,True
AUTO5926,Bird5926,13,Eagle,Green,Sold,False
AUTO5927,Bird5927,8,Cockatiel,Blue,In Aviary,True
AUTO5928,Bird5928,8,Owl,Green,Quarantine,True
AUTO5929,Bird5929,21,Cockatiel,Black,Quarantine,False
AUTO5930,Bird5930,21,Parrot,Red,In Aviary,False
AUTO5931,Bird5931,4,Cockatiel,Red,Quarantine,True
AUTO5932,Bird5932,4,Cockatiel,White,Quarantine,False
AUTO5933,Bird5933,1,Finch,Green,In Aviary,True
AUTO5934,Bird5934,8,Finch,Yellow,Sold,True
AUTO5935,Bird5935,17,Finch,Blue,In Aviary,True
AUTO5936,Bird5936,3,Eagle,Blue,Sold,False
AUTO5937,Bird5937,19,Parrot,Blue,Quarantine,False
AUTO5938,Bird5938,12,Finch,Black,Sold,True
AUTO5939,Bird5939,11,Owl,Black,Quarantine,False
AUTO5940,Bird5940,17,Eagle,Yellow,Sold,False
AUTO5941,Bird5941,10,Cockatiel,Yellow,Quarantine,True
AUTO5942,Bird5942,3,Owl,Red,In Aviary,False
AUTO5943,Bird5943,23,Parrot,Green,Quarantine,True
AUTO5944,Bird5944,5,Owl,White,In Aviary,True
AUTO5945,Bird5945,24,Owl,White,Quarantine,False
AUTO5946,Bird5946,13,Parrot,Red,Sold,False
AUTO5947,Bird5947,3,Parrot,Red,Sold,True
AUTO5948,Bird5948,13,Eagle,Red,Quarantine,False
AUTO5949,Bird5949,11,Parrot,Yellow,Sold,False
AUTO5950,Bird5950,2,Finch,Black,Quarantine,False
AUTO5951,Bird5951,21,Parrot,Blue,Sold,True
AUTO5952,Bird5952,16,Finch,Black,Sold,False
AUTO5953,Bird5953,20,Cockatiel,Green,In Aviary,False
AUTO5954,Bird5954,14,Cockatiel,Blue,In Aviary,True
AUTO5955,Bird5955,16,Cockatiel,White,In Aviary,False
AUTO5956,Bird5956,22,Cockatiel,Green,Quarantine,True
AUTO5957,Bird5957,1,Cockatiel,Red,Sold,True
AUTO5958,Bird5958,21,Cockatiel,White,Quarantine,True
AUTO5959,Bird5959,24,Eagle,White,In Aviary,False
AUTO5960,Bird5960,20,Parrot,Red,Sold,False
AUTO5961,Bird5961,19,Parrot,Red,Quarantine,False
AUTO5962,Bird5962,8,Parrot,Red,Quarantine,False
AUTO5963,Bird5963,7,Finch,Yellow,Quarantine,True
AUTO5964,Bird5964,17,Finch,Green,Quarantine,False
AUTO5965,Bird5965,14,Finch,Red,Sold,True
AUTO5966,Bird5966,22,Parrot,Green,In Aviary,True
AUTO5967,Bird5967,15,Cockatiel,Blue,In Aviary,True
AUTO5968,Bird5968,9,Finch,Green,Quarantine,False
AUTO5969,Bird5969,10,Finch,Red,Quarantine,True
AUTO5970,Bird5970,5,Cockatiel,Black,Sold,True
AUTO5971,Bird5971,24,Finch,Black,In Aviary,False
AUTO5972,Bird5972,20,Cockatiel,Black,Quarantine,True
AUTO5973,Bird5973,7,Finch,White,Quarantine,True
AUTO5974,Bird5974,6,Eagle,White,Sold,False
AUTO5975,Bird5975,14,Cockatiel,Blue,Sold,False
AUTO5976,Bird5976,4,Finch,Black,Sold,False
AUTO5977,Bird5977,20,Cockatiel,Yellow,Sold,False
AUTO5978,Bird5978,20,Parrot,Yellow,Quarantine,True
AUTO5979,Bird5979,1,Owl,Green,In Aviary,True
AUTO5980,Bird5980,7,Eagle,Red,Sold,False
AUTO5981,Bird5981,17,Eagle,Black,Sold,False
AUTO5982,Bird5982,24,Owl,Black,Quarantine,True
AUTO5983,Bird5983,13,Parrot,Red,In Aviary,False
AUTO5984,Bird5984,6,Eagle,Yellow,Quarantine,False
AUTO5985,Bird5985,8,Owl,Green,In Aviary,False
AUTO5986,Bird5986,21,Cockatiel,Blue,Quarantine,False
AUTO5987,Bird5987,1,Owl,Red,Quarantine,True
AUTO5988,Bird5988,22,Finch,Green,Quarantine,False
AUTO5989,Bird5989,14,Parrot,Green,Quarantine,False
AUTO5990,Bird5990,13,Owl,Blue,In Aviary,False
AUTO5991,Bird5991,13,Eagle,Red,Sold,False
AUTO5992,Bird5992,20,Eagle,Green,Quarantine,False
AUTO5993,Bird5993,17,Parrot,Black,Sold,True
